JudgementNo,CropID,JudgementYear,JudgementRegionID,ApplyCompany,IsTransgenosis,VarietySource,VarietyCharacter,OutputExpression,PlantRequirment,JudgementSuggestion
豫审麦20190016,小麦,2019,河南省,河南百农种业有限公司,否,JD9756/周99343,半冬性品种，全生育期216.2～231.5天，平均熟期比对照品种周麦18早熟0.6天。幼苗半直立，叶色浅绿，苗势壮，分蘖力较强，成穗率中等，冬季抗寒性较好。春季起身拔节早，两极分化快。株高74.7～84.0厘米，株型松散，抗倒性一般。旗叶较长，穗下节短，穗层不整齐，熟相好。穗长方形，长芒，白壳，白粒，籽粒半角质，饱满度一般。亩穗数35.8～39.2万，穗粒数32.9～37.1粒，千粒重42.2～45.5克。,"2016～2017年度河南省冬水组区试，13点汇总，达标点率92.3%，平均亩产555.1公斤，比对照品种周麦18增产8.9%；2017～2018年度续试,15点汇总，达标点率73.3%，平均亩产442.2公斤，比对照品种周麦18增产4.2%；2017～2018年度生产试验，13点汇总，达标点率100%，平均亩产453.6公斤，比对照品种周麦18增产4.9%。",适宜播种期10月上中旬，每亩适宜基本苗14～16万。注意防治蚜虫、赤霉病、条锈病、叶锈病、白粉病和纹枯病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20220012,小麦,2022,河南省,河南百农种业有限公司,否,L028/周麦22,半冬性品种，全生育期223.1～228.7天，平均熟期比对照品种百农207早熟0.1天。幼苗半匍匐，叶色浅绿，苗势一般，分蘖力一般，成穗率较高，冬季抗寒性较好。春季拔节较快，两极分化快，耐倒春寒能力一般。株高79.1～80.8厘米，株型较紧凑，抗倒性中等。旗叶宽短、上举，穗下节较长，穗层不整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数39.9～40.8万，穗粒数33.3～36.2粒，千粒重44.4～46.3克。抗病鉴定：中抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。品质结果：2020年、2021年检测，蛋白质含量14.1%、14.7%，容重812克/升、796克/升，湿面筋含量29.8%、34.2%，吸水量58.6毫升/100克、60.3毫升/100克，稳定时间1.7分钟、1.5分钟，拉伸面积26平方厘米、20平方厘米，最大拉伸阻力132EU、108EU。,2019～2020年度河南省冬水组区试，增产点率93.3%，平均亩产538.6公斤，比对照品种百农207增产8.5%；2020～2021年度续试，增产点率84.6%，平均亩产503.0公斤，比对照品种百农207增产4.6%；2020～2021年度生产试验，增产点率86.7%，平均亩产564.8公斤，比对照品种百农207增产3.1%。,适宜播种期10月上中旬，每亩适宜基本苗16～18万。注意防治蚜虫、赤霉病、叶锈病、白粉病和纹枯病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20220041,小麦,2022,河南省,河南百农种业有限公司,否,新麦26/周麦32,半冬性品种，全生育期226.5～231.5天，平均熟期比对照品种百农207早熟0.2天。幼苗匍匐，叶色浅绿，苗势壮，分蘖力强，冬季抗寒性一般。两极分化较快，耐倒春寒能力一般。株高79.5～80.7厘米，株型紧凑，抗倒性一般。旗叶宽大平展，穗下节长，熟相一般。穗纺锤形，短芒，白壳，白粒，籽粒角质，饱满度一般。亩穗数40.6～43.1万，穗粒数35.7～37.0粒，千粒重39.9～43.8克。抗病鉴定：中抗叶锈病，中感条锈病和纹枯病，高感白粉病和赤霉病。品质结果：2020年、2021年检测，蛋白质含量15.4%、14.4%，容重818克/升、812克/升，湿面筋含量34.3%、30.2%，吸水量66.0毫升/100克、67.31毫升/100克，稳定时间10.3分钟、21.2分钟，拉伸面积163平方厘米、127平方厘米，最大拉伸阻力707EU、645EU。2020年品质达到强筋小麦标准。,2019～2020年度河南省强筋组区试，达标点率100.0%，平均亩产562.4公斤，比对照品种百农207增产8.1%；2020～2021年度续试，达标点率100.0%，平均亩产558.3公斤，比对照品种百农207增产8.8%；2020～2021年度生产试验，达标点率100.0%，平均亩产537.1公斤，比对照品种百农207增产6.4%。,适宜播种期10月上中旬，每亩适宜基本苗12～18万。注意防治蚜虫、赤霉病、白粉病、条锈病和纹枯病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20210067,小麦,2021,河南省,河南科技学院、济源市财源种业有限公司,否,周麦13/yym,"半冬性品种，全生育期222.0～230.9天，平均熟期比对照品种百农207早熟0.2天。幼苗直立，叶色浅绿，苗势壮，冬季抗寒性较好，分蘖力一般,成穗率中等。春季起身拔节较晚，两极分化较快。株高73.4～75.1厘米，株型松紧适中，抗倒性较好。旗叶上冲，穗下节短，穗层整齐，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数36.1～40.5万，穗粒数33.3～34.5粒，千粒重48.3～49.0克。抗病鉴定：中抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。品质结果：2018年、2019年检测，蛋白质含量15.5%、14.7%，容重773克/升、811克/升，湿面筋含量31.2%、29.6%，吸水量58.3毫升/100克、65.9毫升/100克，稳定时间2.9分钟、3.2分钟，拉伸面积28平方厘米、27平方厘米，最大拉伸阻力100EU、139EU。",2018～2019年度河南省小麦产业技术创新战略联盟新品种试验联合体冬水组区试，14点汇总，增产点率85.7%，平均亩产565.1公斤，比对照品种百农207增产5.1%；2019～2020年度续试，14点汇总，增产点率100.0%，平均亩产520.1公斤，比对照品种百农207增产7.0%；2019～2020年度生产试验，14点汇总，增产点率100.0%，平均亩产507.6公斤，比对照品种百农207增产5.6%。,适宜播种期10月上中旬，每亩适宜基本苗18～22万。注意防治蚜虫、赤霉病、叶锈病、白粉病和纹枯病等病虫害，预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2007004,小麦,2007,河南省,河南科技学院,否,多抗893/温麦6号//百农64/温麦6号,"属半冬性多穗型中晚熟品系,全生育期230天,比对照豫麦49晚熟1天。幼苗半匍匐,苗势壮,抗冬寒性较强,抗倒春寒性一般;起身拔节迟,抽穗略迟,分蘖力一般,成穗率高;植株72cm,抗倒性好;株型紧凑,旗叶上举,穗层整齐,穗下节短,穗小码密,灌浆速度快,耐后期高温能力较弱,落黄一般;穗纺锤型,长芒、白壳、白粒,籽粒角质,饱满度好,容重高。成产三要素:亩穗数38.5万,穗粒数34.6粒,千粒重42.3g。","2004~2005年度参加河南省小麦品种高密度组区试,7点汇总,7点增产,平均亩产519.1kg,比对照豫麦49增产9.3%,达显著水平,居11个参试品种的第1位;2005~2006年度参加河南省小麦品种冬水Ⅳ组区试,9点汇总,8点增产,1点减产,平均亩产480.3kg,比对照豫麦49号增产2.4%,不显著,居13个参试品种第3位。2006~2007年度参加河南省小麦品种冬水Ⅱ组生产试验,9点汇总,8点增产,1点减产,平均亩产520.2kg,比对照豫麦49增产5.4%,居5个参试品种第2位。","1.播期与播量:以适期偏早为好,黄河以北地区10月5日~15日播种,黄河以南地区10月10日~20日播种,高肥地块亩播量8~9kg,中肥地块9~10kg,窄行种植更能增产;2.精细整地,亩施二胺25kg,尿素30kg,氯化钾15kg;3.抽穗前后防治蚜虫,灌浆期遇连续阴雨应注意防治赤霉病。",
豫审麦2017019,小麦,2017,河南省,河南科技学院,否,04中36/华育198,属弱春性中熟品种，全生育期224～225.7天。幼苗半匍匐，叶片较长，冬季抗寒性弱；分蘖力高，成穗率一般，春季起身早，两极分化较快，抽穗较早，抗倒春寒能力一般；株型松散，旗叶短宽，上冲，株高74.6～82厘米，茎秆粗壮，抗倒伏能力较强。纺锤型穗，长芒、白壳、白粒，籽粒半角质；耐后期高温，熟相较好。产量构成三要素：平均亩穗数36.1～40.6万，穗粒数35.2～36粒，千粒重44.2～45.2克。2014～2015 年河南省农业科学院植物保护研究所接种鉴定：中感条锈病、叶锈病、纹枯病，中抗白粉病，高感赤霉病。2014年农业部农产品质量监督检验测试中心（郑州）检测：蛋白质含量 14.66%，容重783g/L，湿面筋含量26.9%，降落数值302s，沉淀指数59mL，吸水量58.7mL/100g，形成时间2.8min，稳定时间2.5min，弱化度166F.U，硬度50HI，白度75.6%，出粉率68.6%。2015年检测：蛋白质含量13.13%，容重826g/L，湿面筋含量26.6%，降落数值422s，沉淀指数58mL，吸水量58.6mL/100g，形成时间2.4min，稳定时间1.8min，弱化度131F.U，硬度52HI，白度79.6%，出粉率66.8%。,2013～2014年度河南省水地春水B组区试，13点汇总，12点增产，增产点率92.3%，平均亩产545.2公斤，比对照品种偃展4110增产7.32%，差异极显著；2014～2015年度河南省春水B组区试，11点汇总，11点增产，增产点率100%，平均亩产521.1公斤，比对照品种偃展4110增产9.02%，差异极显著。2015～2016年度河南省春水组生产试验，14点汇总，11点增产，增产点率78.57%，平均亩产489.5公斤，比对照品种偃展4110增产5.4%。,（1）播期和播量：播期10月15号以后播种为宜，亩播量10～13公斤。（2）田间管理：平衡施肥，有机肥与无机肥相结合，氮磷肥与微肥相结合。拔节前进行化学除草。抽穗扬花期用多菌灵或甲基托布津可湿性粉剂等杀菌剂防治赤霉病；灌浆期喷施磷酸二氢钾，结合天气情况及时防治病虫害，切实搞好一喷三防（防虫、防病、防干热风）工作。适时收获。,该品种符合河南省小麦品种审定标准，通过审定，适宜河南省（南部长江中下游麦区除外）中晚茬地种植。注意防治赤霉病。
豫审麦20200013,小麦,2020,河南省,河南科技学院,否,百农AK58/华育198,半冬性品种，全生育期216.4～231.2天，平均熟期比对照品种周麦18早熟0.6天。幼苗半直立，叶色浅绿，苗势一般，分蘖力弱。春季起身拔节早，两极分化快，抽穗早，耐倒春寒能力较弱。株高76.4～81.0厘米，株型较紧凑，抗倒性中等。穗下节短，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数38.2～41.0万，穗粒数32.3～34.7粒，千粒重42.1～46.5克。,2016～2017年度河南省冬水组区试，11点汇总，增产点率72.7%，平均亩产526.7公斤，比对照品种周麦18增产3.5%；2017～2018年度续试，15点汇总，增产点率80.0%，平均亩产441.3公斤，比对照品种周麦18增产5.3%；2018～2019年度生产试验，16点汇总，增产点率93.8%，平均亩产592.8公斤，比对照品种周麦18增产3.9%。,适宜播种期10月上中旬，每亩适宜基本苗20～22万。注意防治蚜虫、叶锈病、纹枯病、赤霉病、条锈病和白粉病等病虫害，注意预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20200017,小麦,2020,河南省,河南科技学院,否,矮抗58/06-4047,半冬性品种，全生育期216.5～231.9天，平均熟期比对照品种周麦18早熟0.4天。幼苗半直立，叶色深绿，苗势一般，分蘖力弱。春季返青较迟，拔节较快，两极分化快，抽穗偏晚，耐倒春寒能力一般。株高65.7～70.7厘米，株型松紧适中，抗倒性好。旗叶宽大，穗下节短，穗层较整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度一般。亩穗数37.0～40.5万，穗粒数34.7～39.3粒，千粒重37.5～42.1克。,2016～2017年度河南省冬水组区试，13点汇总，增产点率61.5%，平均亩产517.7公斤，比对照品种周麦18增产1.0%；2017～2018年度续试，15点汇总，增产点率80.0%，平均亩产431.7公斤，比对照品种周麦18增产3.0%；2018～2019年度生产试验，16点汇总，增产点率87.5%，平均亩产582.3公斤，比对照品种周麦18增产4.1%；2018～2019年度大区试验，15点汇总，增产点率93.3%，平均亩产638.9公斤，比对照品种周麦18增产6.1%。,适宜播种期10月上中旬，每亩适宜基本苗20～22万。注意防治蚜虫、纹枯病、赤霉病、条锈病和叶锈病等病虫害，注意预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20200050,小麦,2020,河南省,河南科技学院,否,周麦22/百农AK58,半冬性品种，全生育期 221.2～234.3 天，平均熟期与对照品种周麦18相当。幼苗半匍匐，叶色深绿，苗势壮，叶片宽，冬季抗寒性好，分蘖力较强。春季起身拔节稍迟，两极分化快，抽穗较早，耐倒春寒能力一般。平均株高69.6～71.1厘米，株型松紧适中，抗倒性较好。旗叶宽短、上冲，穗层整齐，熟相好。穗纺锤形，长芒，白壳，籽粒半角质，饱满度较好。亩穗数38.4～45.0万，穗粒数30.5～37.2粒，千粒重 43.8～47.2 克。,2017～2018年度河南泽熙农作物联合体冬水组区试，13点汇总，增产点率92.3%，平均亩产426.8公斤，比对照品种周麦18增产6.3%；2018～2019年度续试，15点汇总，增产点率86.7%，平均亩产621.3公斤，比对照品种周麦18增产4.9%；2018～2019年度生产试验，13点汇总，增产点率84.6%，平均亩产632.6公斤，比对照品种周麦18号增产7.3%。,适宜播种期10月上中旬，每亩适宜基本苗18～20万。注意防治蚜虫、叶锈病、纹枯病、赤霉病和白粉病等病虫害，注意预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦2015014,小麦,2015,河南省,河南科技学院,否,周麦18/百农AK58//百农AK58,特征特性：属半冬性中晚熟品种，全生育期228.8～234.3天。幼苗半匍匐，叶片较窄，叶色浓绿；冬季抗寒性较好，分蘖力成穗率中等，春季起身早，两极分化快，抽穗较早；株型偏紧凑，旗叶上举，穗下节短，株高73.7～75.6cm，茎秆弹性好，抗倒伏能力强；纺锤型穗，长芒，白壳，白粒，籽粒角质，黑胚率偏高。产量构成三要素：亩穗数39.7～40.6万，穗粒数31.5～33.6粒，千粒重45.9～50.0g。rn抗病鉴定：2013～2014年连续两年河南省农业科学院植物保护研究所抗病鉴定：中抗条锈病，中感叶锈病，中感白粉病，中感纹枯病，高感赤霉病。rn品质分析：2013年农业部农产品质量监督检验测试中心（郑州）检测：蛋白质16.46%，湿面筋33.6%，容重797g/L，白度74.4%，沉淀指数73mL，硬度62HI，降落数值426s，吸水量62.0mL/100g，形成时间4.8min，稳定时间7.4min，弱化度86F.U.，出粉率72.4%；2014年农业部农产品质量监督检验测试中心（郑州）检测：蛋白质15.20%，湿面筋27.1%，容重792g/L，白度73.1%，沉淀指数76mL，硬度63HI，降落数值538s，吸水量63.8mL/100g，形成时间3.3min，稳定时间3.0min，弱化度154F.U.，出粉率71.2%。rn,2012～2013年度河南省冬水C组区域试验，13点汇总，8点增产，5点减产，增产点率61.5%，平均亩产496.9kg，比对照品种周麦18增产1.2%，不显著，居15个参试品种第6位；2013～2014年度河南省冬水C组区域试验，12点汇总，10点增产，2点减产，增产点率83.3%，平均亩产583.6kg，比对照品种周麦18增产3.3%，显著，居15个参试品种第6位。2014～2015年度河南省冬水B组生产试验，14点汇总，12点增产，2点减产，平均亩产540.6kg，比对照品种周麦18增产4.8 %，居8 个参试品种第7 位。,1、播期和播量：10月5～20日播种，最佳播期10月10日左右；高肥力地块每亩播量6～8kg，中低肥力地块每亩8～10kg，如延期播种，以每推迟3天亩播量增加0.5kg为宜。rn2、田间管理：一般亩施底肥尿素20kg，磷酸二铵25kg，硫酸钾15kg或三元素复合肥（15：15：15）50kg，春节前后每亩追施尿素7～10kg。拔节前进行化学除草，并适当浇灌返青水，灌浆期喷施磷酸二氢钾，结合天气情况及时防治白粉病和小麦穗蚜。rn,该品种符合河南省小麦品种审定标准，通过审定。
豫审麦2017003,小麦,2017,河南省,河南科技学院,否,百农高光3709F2/矮抗58,"属半冬性中早熟品种，全生育期229.0～230.9天。幼苗半匍匐，叶片短宽，叶色浓绿，冬季抗寒性好；分蘖力一般，成穗率高，春季起身拔节早，两极分化快，抽穗早；株型偏紧凑，旗叶小、上举,株高68.1～75.0厘米，茎秆弹性弱，抗倒伏能力一般，对春季低温较敏感，有虚尖现象；纺锤形穗，上部穗码较密,长芒、白壳、白粒、角质，籽粒饱满度好；不耐后期高温，熟相一般。产量构成三要素：亩成穗数41.1～46.1万，穗粒数30.5～32.8粒，千粒重45.0～47.5克。2015～2016年河南省农业科学院植物保护研究所接种鉴定：中抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。2014年农业部农产品质量监督检验测试中心（郑州）检测：蛋白质含量14.05%，容重801 g/L,湿面筋含量26.8%，降落数值504s，沉淀指数74mL，吸水量62.9mL/100g ,形成时间3.7min，稳定时间4.2min，弱化度120 F.U ，硬度66 HI，白度73.0%,出粉率73.1%。2015年检测：蛋白质含量13.44%，容重822 g/L，湿面筋含量26.8%，降落数值455s，沉淀指数78mL，吸水量61.4mL/100g，形成时间1.9min , 稳定时间6.5min,弱化度50F.U，硬度64 HI，白度73.6%,出粉率72.4%。",2013～2014年河南省冬水A组区试，12点汇总，11点增产，增产点率91.7%，平均亩产580.9公斤，比对照品种周麦18增产3.98%，极显著；2014～2015年河南省冬水A组区试，10点汇总，9点增产，增产点率90.0%，平均亩产547.3公斤，比对照品种周麦18增产6.11%，显著。2015～2016年度河南省冬水A组生产试验，14点汇总，14点增产，增产点率100%，平均亩产540.5公斤，比对照品种周麦18增产6.1 %。,（1）播期和播量：播期10月5～15日，高肥力地块亩播量7～8公斤，中低肥力可适当增加播量，如延期播种以每推迟3天增加0.5公斤播量为宜。6～7寸等行距种植。（2）田间管理：施足底肥，一般亩施肥量，纯氮12公斤，五氧化二磷7.5公斤，氧化钾7.5公斤；拔节后，每亩追施尿素6公斤。拔节期结合田间化学除草适当进行化控，以降低株高；抽穗扬花期结合天气情况及时喷施多菌灵或甲基托布津可湿性粉剂等杀菌剂防治赤霉病，灌浆期喷施磷酸二氢钾。适时收获，人工收获的地块在腊熟期进行，机械收割可适当推迟。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。注意防治赤霉病。
豫审麦20200058,小麦,2020,河南省,河南科技学院、河南大学,否,矮抗58/爱丁堡B//周麦22,半冬性品种，全生育期218.6～230.6天，平均熟期比对照品种周麦18早熟0.4天。幼苗半匍匐，叶色深绿，苗势壮，分蘖力较强。春季起身拔节迟，两极分化慢，耐倒春寒能力较差。株高72.0～79.8厘米，株型偏紧凑，抗倒性一般。旗叶窄，穗下节中等，穗层整齐，熟相较好。穗纺锤形，短芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数41.1～48.5万，穗粒数31.1～32.2粒，千粒重43.2～49.1克。,"2016～2017年度河南省小麦产业技术创新战略联盟新品种试验联合体冬水组区试，11点汇总，增产点率72.7%，平均亩产525.6公斤，比对照品种周麦18增产1.7%；2017～2018年度续试, 14点汇总，增产点率78.6%，平均亩产434.1公斤，比对照品种周麦18增产4.3%；2018～2019年度生产试验，14点汇总，增产点率100.0%，平均亩产584.0公斤，比对照品种周麦18增产4.2%。",适宜播种期10月上中旬，每亩适宜基本苗15～18万。注意防治蚜虫、赤霉病、叶锈病、白粉病和纹枯病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20180010,小麦,2018,河南省,河南百农种业有限公司,否,JD9802/周麦22,半冬性品种，全生育期230～233天，平均比对照品种周麦18熟期略早。幼苗半匍匐，苗期叶色深绿，苗势壮，分蘖力一般，冬季抗寒性较好。春季起身早，两极分化快，苗脚利索，抽穗较早，耐倒春寒能力一般。株高76.4～82.5厘米，株型松紧适中，茎秆弹性好，抗倒性较好。旗叶偏小，株行间通风透光性好，穗层较整齐。耐后期高温能力一般，熟相一般。穗长方形，结实性好，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数35.7～41.3万，穗粒数34.7～39.3粒，千粒重41.8～45.3克。抗病鉴定：中感条锈病、叶锈病、白粉病，高感纹枯病和赤霉病。品质结果：2015年检测，蛋白质含量13.83%，容重827克/升，湿面筋含量28.8%，降落数值375秒，沉淀指数60毫升，吸水量66.3毫升/100克，形成时间3.2分钟，稳定时间3.1分钟，弱化度161FU，出粉率71.3%，硬度66HI；2016年检测，蛋白质含量12.91%，容重804克/升，湿面筋含量30.8%，降落数值333秒，沉淀指数54毫升，吸水量63.3毫升/100克，形成时间3.0分钟，稳定时间3.1分钟，弱化度168FU，出粉率65.7%，硬度69HI，延伸性158毫米，最大拉伸阻力150EU，拉伸面积35平方厘米。,2014～2015年度参加河南省小麦冬水组区域试验，增产点率80.0%，平均亩产554.5千克，比对照增产7.3%；2015～2016年度续试，增产点率83.3%，平均亩产538.0千克，比对照增产5.9%；2016～2017年度生产试验，增产点率92.9%，平均亩产563.0千克，比对照增产6.6%。,适宜播种期10月上中旬，每亩适宜基本苗16～24万。注意防治蚜虫、条锈病、叶锈病、白粉病、赤霉病和纹枯病等病虫害。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20200051,小麦,2020,河南省,河南宝景农业科技有限公司,否,06-6/周麦18//周麦22,半冬性品种，全生育期220.5～233.6天，平均熟期比对照品种周麦18早熟0.9天。幼苗半匍匐，叶色浅绿，苗势一般，分蘖力中等，成穗率较高。春季起身拔节早，两极分化快，抽穗早。株高77.3～78.1厘米，株型松紧适中，抗倒性一般。旗叶窄长、上冲，穗下节短，穗层较整齐。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数36.1～42.0万，穗粒数28.5～33.6粒，千粒重49.9～54.6克。,"2017～2018年度河南泽熙农作物联合体冬水组区试，13点汇总，增产点率84.6%，平均亩产422.0公斤，比对照品种周麦18增产5.1%；2018～2019年度续试, 15点汇总，增产点率80.0%，平均亩产614.1公斤，比对照品种周麦18增产3.8%；2018～2019年度生产试验，13点汇总，增产点率76.9%，平均亩产622.5公斤，比对照品种周麦18增产5.6%。",适宜播种期10月上中旬，每亩适宜基本苗16～18万。注意防治蚜虫、叶锈病、纹枯病、赤霉病和白粉病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20190040,小麦,2019,河南省,河南省得果种业有限公司,否,04(253)/03(107)-16-7,弱春性品种，全生育期212.3～223.9天，平均熟期比对照品种偃展4110晚熟0.7天。幼苗半匍匐，叶色浓绿，苗势较壮，分蘖力较强，成穗率中等。春季起身拔节迟，两极分化慢，抽穗晚。株高72.3～83.2厘米，株型松紧适中，抗倒性一般。旗叶短小，穗下节长，穗层较厚，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度中等。亩穗数33.7～40.8万，穗粒数31.3～33.8粒，千粒重40.7～44.1克。,2015～2016年度河南省春水组区试，13点汇总，达标点率100%，平均亩产510.1公斤，比对照品种偃展4110增产7.2%；2016～2017年度续试，12点汇总，达标点率100%，平均亩产505.5公斤，比对照品种偃展4110增产13.7%；2017～2018年度生产试验，15点汇总，达标点率100%，平均亩产434.7公斤，比对照品种偃展4110增产5.7%。,适宜播种期10月中下旬，每亩适宜基本苗16～18万。注意防治蚜虫、白粉病、纹枯病、赤霉病和叶锈病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）中晚茬地种植。
豫审麦20200022,小麦,2020,河南省,河南省才智种子开发有限公司,否,才智06（311）-1-2-8/周91177,弱春性品种，全生育期209.8～224.5天，平均熟期比对照品种偃展4110晚熟0.1天。幼苗半直立，叶色浅绿，苗势一般，分蘖力中等。春季起身拔节早，两极分化快，抽穗较晚，耐倒春寒能力一般。株高76.0～80.0厘米，株型较松散，抗倒性一般。旗叶较长，穗下节短，穗层不整齐，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数35.2～39.1万，穗粒数33.4～37.1粒，千粒重42.6～46.8克。,2016～2017年度河南省春水组区试，12点汇总，增产点率75.0%，平均亩产480.4公斤，比对照品种偃展4110增产6.9%；2017～2018年度续试，14点汇总，增产点率92.9%，平均亩产424.0公斤，比对照品种偃展4110增产7.5%；2018～2019年度生产试验，15点汇总，增产点率93.3%，平均亩产557.5公斤，比对照品种偃展4110增产8.2%。,适宜播种期10月中下旬，每亩适宜基本苗18～22万。注意防治蚜虫、叶锈病、纹枯病、赤霉病、条锈病和白粉病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）中晚茬地种植。
